Descr. 1,Descr. 2,Comune,Provincia,Tipologia punto vendita,P.Iva,Email punto vendita,Agente,Link modulo precompilato
Parafarmacia Dottoressa Sarti Silvia,,Valeggio Sul Mincio,VR,Parafarmacia,04154660239,parafarmaciasarti@gmail.com,Mancini Andrea,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Parafarmacia%20Dottoressa%20Sarti%20Silvia&r26540616401e4f999c44de10ddc004ee=Valeggio%20Sul%20Mincio&r8df9a2a8446640338ce40a1c53c513d7=VR&rbafce5adc91849a2a8e7921033a3f0d3=Parafarmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=04154660239&r1addcad129b44b3cb2220834a33335d5=parafarmaciasarti%40gmail.com&r59bc1e759dc143c48cba2b322870aea3=Mancini%20Andrea
Erboristeria Il Biancospino di Parolin G,iovanni,Rosà,VI,Erboristeria,04183750241,giovanniparolin@yahoo.it,Turco Tiziano,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Erboristeria%20Il%20Biancospino%20di%20Parolin%20G&rc51bef4dd505413ebc19b4d510a3365a=iovanni&r26540616401e4f999c44de10ddc004ee=Ros%C3%A0&r8df9a2a8446640338ce40a1c53c513d7=VI&rbafce5adc91849a2a8e7921033a3f0d3=Erboristeria&rc51aa2d7137f43a08b841f5ff85ce8c3=04183750241&r1addcad129b44b3cb2220834a33335d5=giovanniparolin%40yahoo.it&r59bc1e759dc143c48cba2b322870aea3=Turco%20Tiziano
Dott.ssa Simonetta Abelli,,Padova,PD,Professionista,03874160280,simonetta04@libero.it,Giacomin Maurizio,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Dott.ssa%20Simonetta%20Abelli&r26540616401e4f999c44de10ddc004ee=Padova&r8df9a2a8446640338ce40a1c53c513d7=PD&rbafce5adc91849a2a8e7921033a3f0d3=Professionista&rc51aa2d7137f43a08b841f5ff85ce8c3=03874160280&r1addcad129b44b3cb2220834a33335d5=simonetta04%40libero.it&r59bc1e759dc143c48cba2b322870aea3=Giacomin%20Maurizio
ORTHOMEDICA S.r.l.,,Padova,PD,Sanitaria Ortopedia,03570080287,info@orthomedica.it,Giacomin Maurizio,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=ORTHOMEDICA%20S.r.l.&r26540616401e4f999c44de10ddc004ee=Padova&r8df9a2a8446640338ce40a1c53c513d7=PD&rbafce5adc91849a2a8e7921033a3f0d3=Sanitaria%20Ortopedia&rc51aa2d7137f43a08b841f5ff85ce8c3=03570080287&r1addcad129b44b3cb2220834a33335d5=info%40orthomedica.it&r59bc1e759dc143c48cba2b322870aea3=Giacomin%20Maurizio
Farmacia Andretta S.n.c.,,Tombolo,PD,Farmacia,04155670286,padova@farmacieandretta.it,Iubatti Antonio,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20Andretta%20S.n.c.&r26540616401e4f999c44de10ddc004ee=Tombolo&r8df9a2a8446640338ce40a1c53c513d7=PD&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=04155670286&r1addcad129b44b3cb2220834a33335d5=padova%40farmacieandretta.it&r59bc1e759dc143c48cba2b322870aea3=Iubatti%20Antonio
Erboristeria La Finestra S.r.l.,,Vigonovo,VE,Erboristeria,04576800272,manubrun@hotmail.it,Giacomin Maurizio,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Erboristeria%20La%20Finestra%20S.r.l.&r26540616401e4f999c44de10ddc004ee=Vigonovo&r8df9a2a8446640338ce40a1c53c513d7=VE&rbafce5adc91849a2a8e7921033a3f0d3=Erboristeria&rc51aa2d7137f43a08b841f5ff85ce8c3=04576800272&r1addcad129b44b3cb2220834a33335d5=manubrun%40hotmail.it&r59bc1e759dc143c48cba2b322870aea3=Giacomin%20Maurizio
Farmacia Trojani del Dott. Valentino Tro,jani S.a.s.,Majano,VE,Farmacia,02046080301,,Bressan Vincenzo,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20Trojani%20del%20Dott.%20Valentino%20Tro&rc51bef4dd505413ebc19b4d510a3365a=jani%20S.a.s.&r26540616401e4f999c44de10ddc004ee=Majano&r8df9a2a8446640338ce40a1c53c513d7=VE&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=02046080301&r59bc1e759dc143c48cba2b322870aea3=Bressan%20Vincenzo
Erboristeria Naturalmente di Carli Elisa,betta,Parona,VR,Erboristeria,02764130239,natural.eli@libero.it,Turco Tiziano,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Erboristeria%20Naturalmente%20di%20Carli%20Elisa&rc51bef4dd505413ebc19b4d510a3365a=betta&r26540616401e4f999c44de10ddc004ee=Parona&r8df9a2a8446640338ce40a1c53c513d7=VR&rbafce5adc91849a2a8e7921033a3f0d3=Erboristeria&rc51aa2d7137f43a08b841f5ff85ce8c3=02764130239&r1addcad129b44b3cb2220834a33335d5=natural.eli%40libero.it&r59bc1e759dc143c48cba2b322870aea3=Turco%20Tiziano
L'Erboristeria Dott.ssa Flavia Lodici,,Peschiera Del Garda,VR,Erboristeria,03533160234,,Turco Tiziano,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=L%27Erboristeria%20Dott.ssa%20Flavia%20Lodici&r26540616401e4f999c44de10ddc004ee=Peschiera%20Del%20Garda&r8df9a2a8446640338ce40a1c53c513d7=VR&rbafce5adc91849a2a8e7921033a3f0d3=Erboristeria&rc51aa2d7137f43a08b841f5ff85ce8c3=03533160234&r59bc1e759dc143c48cba2b322870aea3=Turco%20Tiziano
Erboristeria L'Erbaluisa di Bressan Luis,a,Vicenza,VI,Erboristeria,00721920247,erboristeria.lerbaluisa@gmail.com,Turco Tiziano,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Erboristeria%20L%27Erbaluisa%20di%20Bressan%20Luis&rc51bef4dd505413ebc19b4d510a3365a=a&r26540616401e4f999c44de10ddc004ee=Vicenza&r8df9a2a8446640338ce40a1c53c513d7=VI&rbafce5adc91849a2a8e7921033a3f0d3=Erboristeria&rc51aa2d7137f43a08b841f5ff85ce8c3=00721920247&r1addcad129b44b3cb2220834a33335d5=erboristeria.lerbaluisa%40gmail.com&r59bc1e759dc143c48cba2b322870aea3=Turco%20Tiziano
Erboristeria Santa Ildegarda,,Rosà,VI,Erboristeria,02638580247,annapiv8@libero.it,Turco Tiziano,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Erboristeria%20Santa%20Ildegarda&r26540616401e4f999c44de10ddc004ee=Ros%C3%A0&r8df9a2a8446640338ce40a1c53c513d7=VI&rbafce5adc91849a2a8e7921033a3f0d3=Erboristeria&rc51aa2d7137f43a08b841f5ff85ce8c3=02638580247&r1addcad129b44b3cb2220834a33335d5=annapiv8%40libero.it&r59bc1e759dc143c48cba2b322870aea3=Turco%20Tiziano
Erboristeria L'Erbamedica,,Cavazzale,VI,Erboristeria,02201410244,lerbamedica@hotmail.it,Turco Tiziano,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Erboristeria%20L%27Erbamedica&r26540616401e4f999c44de10ddc004ee=Cavazzale&r8df9a2a8446640338ce40a1c53c513d7=VI&rbafce5adc91849a2a8e7921033a3f0d3=Erboristeria&rc51aa2d7137f43a08b841f5ff85ce8c3=02201410244&r1addcad129b44b3cb2220834a33335d5=lerbamedica%40hotmail.it&r59bc1e759dc143c48cba2b322870aea3=Turco%20Tiziano
ERBORISTERIA BOTTEGA DELLA SALUTE DI LAG,,CITTADELLA,PD,Erboristeria,02558480246,info@erboristeriabottegadellasalute.it,Giacomin Maurizio,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=ERBORISTERIA%20BOTTEGA%20DELLA%20SALUTE%20DI%20LAG&r26540616401e4f999c44de10ddc004ee=CITTADELLA&r8df9a2a8446640338ce40a1c53c513d7=PD&rbafce5adc91849a2a8e7921033a3f0d3=Erboristeria&rc51aa2d7137f43a08b841f5ff85ce8c3=02558480246&r1addcad129b44b3cb2220834a33335d5=info%40erboristeriabottegadellasalute.it&r59bc1e759dc143c48cba2b322870aea3=Giacomin%20Maurizio
Soleluna Di Veronesi Sara,,Vigolo Vattaro,TN,Erboristeria,02004830226,solelunasv@hotmail.it,INNERBICHLER IVO,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Soleluna%20Di%20Veronesi%20Sara&r26540616401e4f999c44de10ddc004ee=Vigolo%20Vattaro&r8df9a2a8446640338ce40a1c53c513d7=TN&rbafce5adc91849a2a8e7921033a3f0d3=Erboristeria&rc51aa2d7137f43a08b841f5ff85ce8c3=02004830226&r1addcad129b44b3cb2220834a33335d5=solelunasv%40hotmail.it&r59bc1e759dc143c48cba2b322870aea3=INNERBICHLER%20IVO
L'Ametista Di Marzari Patrizia,,Folgaria,TN,Erboristeria,01553760222,patrizia.marzari@gmail.com,INNERBICHLER IVO,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=L%27Ametista%20Di%20Marzari%20Patrizia&r26540616401e4f999c44de10ddc004ee=Folgaria&r8df9a2a8446640338ce40a1c53c513d7=TN&rbafce5adc91849a2a8e7921033a3f0d3=Erboristeria&rc51aa2d7137f43a08b841f5ff85ce8c3=01553760222&r1addcad129b44b3cb2220834a33335d5=patrizia.marzari%40gmail.com&r59bc1e759dc143c48cba2b322870aea3=INNERBICHLER%20IVO
Tuttonatura Di Gasperi Marina,,Tione Di Trento,TN,Erboristeria,00621400225,marina.gasperi@gmail.com,INNERBICHLER IVO,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Tuttonatura%20Di%20Gasperi%20Marina&r26540616401e4f999c44de10ddc004ee=Tione%20Di%20Trento&r8df9a2a8446640338ce40a1c53c513d7=TN&rbafce5adc91849a2a8e7921033a3f0d3=Erboristeria&rc51aa2d7137f43a08b841f5ff85ce8c3=00621400225&r1addcad129b44b3cb2220834a33335d5=marina.gasperi%40gmail.com&r59bc1e759dc143c48cba2b322870aea3=INNERBICHLER%20IVO
Angolo Natura S.n.c. Di Poggianella C. &, Figlie,Villa Lagarina,TN,Erboristeria,01689920229,angolonatura@tin.it,INNERBICHLER IVO,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Angolo%20Natura%20S.n.c.%20Di%20Poggianella%20C.%20%26&rc51bef4dd505413ebc19b4d510a3365a=Figlie&r26540616401e4f999c44de10ddc004ee=Villa%20Lagarina&r8df9a2a8446640338ce40a1c53c513d7=TN&rbafce5adc91849a2a8e7921033a3f0d3=Erboristeria&rc51aa2d7137f43a08b841f5ff85ce8c3=01689920229&r1addcad129b44b3cb2220834a33335d5=angolonatura%40tin.it&r59bc1e759dc143c48cba2b322870aea3=INNERBICHLER%20IVO
La Sorgente Di Tabacchi Alessandra,,Carano,TN,Erboristeria,02008910222,info@erboristerialasorgente.it,INNERBICHLER IVO,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=La%20Sorgente%20Di%20Tabacchi%20Alessandra&r26540616401e4f999c44de10ddc004ee=Carano&r8df9a2a8446640338ce40a1c53c513d7=TN&rbafce5adc91849a2a8e7921033a3f0d3=Erboristeria&rc51aa2d7137f43a08b841f5ff85ce8c3=02008910222&r1addcad129b44b3cb2220834a33335d5=info%40erboristerialasorgente.it&r59bc1e759dc143c48cba2b322870aea3=INNERBICHLER%20IVO
L'albero Della Vita Di Prando Chiara,,Verona,VR,Erboristeria,03239270238,,Turco Tiziano,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=L%27albero%20Della%20Vita%20Di%20Prando%20Chiara&r26540616401e4f999c44de10ddc004ee=Verona&r8df9a2a8446640338ce40a1c53c513d7=VR&rbafce5adc91849a2a8e7921033a3f0d3=Erboristeria&rc51aa2d7137f43a08b841f5ff85ce8c3=03239270238&r59bc1e759dc143c48cba2b322870aea3=Turco%20Tiziano
Erboristeria Sanitaria Di Cossater Giova,nni,Verona,VR,Erboristeria,02576410233,cossatererboristeria@libero.it,Turco Tiziano,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Erboristeria%20Sanitaria%20Di%20Cossater%20Giova&rc51bef4dd505413ebc19b4d510a3365a=nni&r26540616401e4f999c44de10ddc004ee=Verona&r8df9a2a8446640338ce40a1c53c513d7=VR&rbafce5adc91849a2a8e7921033a3f0d3=Erboristeria&rc51aa2d7137f43a08b841f5ff85ce8c3=02576410233&r1addcad129b44b3cb2220834a33335d5=cossatererboristeria%40libero.it&r59bc1e759dc143c48cba2b322870aea3=Turco%20Tiziano
Erboristeria L'Albero Delle Esperidi di,Lionello Diego,Rovigo,RO,Erboristeria,01063230294,,Giacomin Maurizio,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Erboristeria%20L%27Albero%20Delle%20Esperidi%20di&rc51bef4dd505413ebc19b4d510a3365a=Lionello%20Diego&r26540616401e4f999c44de10ddc004ee=Rovigo&r8df9a2a8446640338ce40a1c53c513d7=RO&rbafce5adc91849a2a8e7921033a3f0d3=Erboristeria&rc51aa2d7137f43a08b841f5ff85ce8c3=01063230294&r59bc1e759dc143c48cba2b322870aea3=Giacomin%20Maurizio
Lo Scrigno Magico S.n.c. Di Monchera L.,E S.,Verona,VR,Erboristeria,04478680236,info@scrignomagico.it,Turco Tiziano,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Lo%20Scrigno%20Magico%20S.n.c.%20Di%20Monchera%20L.&rc51bef4dd505413ebc19b4d510a3365a=E%20S.&r26540616401e4f999c44de10ddc004ee=Verona&r8df9a2a8446640338ce40a1c53c513d7=VR&rbafce5adc91849a2a8e7921033a3f0d3=Erboristeria&rc51aa2d7137f43a08b841f5ff85ce8c3=04478680236&r1addcad129b44b3cb2220834a33335d5=info%40scrignomagico.it&r59bc1e759dc143c48cba2b322870aea3=Turco%20Tiziano
Erboristeria Il Fiordaliso Di Beghetto E,lisa,Tombolo,PD,Erboristeria,02434800286,fiordalisoelisa@libero.it,Giacomin Maurizio,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Erboristeria%20Il%20Fiordaliso%20Di%20Beghetto%20E&rc51bef4dd505413ebc19b4d510a3365a=lisa&r26540616401e4f999c44de10ddc004ee=Tombolo&r8df9a2a8446640338ce40a1c53c513d7=PD&rbafce5adc91849a2a8e7921033a3f0d3=Erboristeria&rc51aa2d7137f43a08b841f5ff85ce8c3=02434800286&r1addcad129b44b3cb2220834a33335d5=fiordalisoelisa%40libero.it&r59bc1e759dc143c48cba2b322870aea3=Giacomin%20Maurizio
Parafarmacia Emporio Salute,,Valdagno,VI,Parafarmacia,03411300241,info@parafarmaciaemporiosalute.it,Turco Tiziano,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Parafarmacia%20Emporio%20Salute&r26540616401e4f999c44de10ddc004ee=Valdagno&r8df9a2a8446640338ce40a1c53c513d7=VI&rbafce5adc91849a2a8e7921033a3f0d3=Parafarmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=03411300241&r1addcad129b44b3cb2220834a33335d5=info%40parafarmaciaemporiosalute.it&r59bc1e759dc143c48cba2b322870aea3=Turco%20Tiziano
Erboristeria La Mesa,di Fittipardi Lisetta,Caprino Veronese,VR,Erboristeria,04271590236,fittipaldi.lisa@gmail.com,Turco Tiziano,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Erboristeria%20La%20Mesa&rc51bef4dd505413ebc19b4d510a3365a=di%20Fittipardi%20Lisetta&r26540616401e4f999c44de10ddc004ee=Caprino%20Veronese&r8df9a2a8446640338ce40a1c53c513d7=VR&rbafce5adc91849a2a8e7921033a3f0d3=Erboristeria&rc51aa2d7137f43a08b841f5ff85ce8c3=04271590236&r1addcad129b44b3cb2220834a33335d5=fittipaldi.lisa%40gmail.com&r59bc1e759dc143c48cba2b322870aea3=Turco%20Tiziano
Farmacia Pasubio S.n.c. Di Ceretta Dr. A,ntonio E Figli,Schio,VI,Farmacia,03397620240,info@farmaciapasubio.it,Iubatti Antonio,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20Pasubio%20S.n.c.%20Di%20Ceretta%20Dr.%20A&rc51bef4dd505413ebc19b4d510a3365a=ntonio%20E%20Figli&r26540616401e4f999c44de10ddc004ee=Schio&r8df9a2a8446640338ce40a1c53c513d7=VI&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=03397620240&r1addcad129b44b3cb2220834a33335d5=info%40farmaciapasubio.it&r59bc1e759dc143c48cba2b322870aea3=Iubatti%20Antonio
Estetica Susanna Di Pellegrin Susanna,,S. Vito Di Leguzzano,VI,Altro,01996160246,info@arterbe.it,Turco Tiziano,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Estetica%20Susanna%20Di%20Pellegrin%20Susanna&r26540616401e4f999c44de10ddc004ee=S.%20Vito%20Di%20Leguzzano&r8df9a2a8446640338ce40a1c53c513d7=VI&rbafce5adc91849a2a8e7921033a3f0d3=Altro&rc51aa2d7137f43a08b841f5ff85ce8c3=01996160246&r1addcad129b44b3cb2220834a33335d5=info%40arterbe.it&r59bc1e759dc143c48cba2b322870aea3=Turco%20Tiziano
Nikol S.n.c. Di Trevisan E Franchetti,,Torri Di Quartesolo,VI,Erboristeria,02220810242,,Turco Tiziano,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Nikol%20S.n.c.%20Di%20Trevisan%20E%20Franchetti&r26540616401e4f999c44de10ddc004ee=Torri%20Di%20Quartesolo&r8df9a2a8446640338ce40a1c53c513d7=VI&rbafce5adc91849a2a8e7921033a3f0d3=Erboristeria&rc51aa2d7137f43a08b841f5ff85ce8c3=02220810242&r59bc1e759dc143c48cba2b322870aea3=Turco%20Tiziano
L'Erbaverde S.r.l.,,San Martino Di Lupari,PD,Erboristeria,02321250280,,Giacomin Maurizio,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=L%27Erbaverde%20S.r.l.&r26540616401e4f999c44de10ddc004ee=San%20Martino%20Di%20Lupari&r8df9a2a8446640338ce40a1c53c513d7=PD&rbafce5adc91849a2a8e7921033a3f0d3=Erboristeria&rc51aa2d7137f43a08b841f5ff85ce8c3=02321250280&r59bc1e759dc143c48cba2b322870aea3=Giacomin%20Maurizio
Erboristeria Gaia Di Franceschetti Manue,la,Zevio,VR,Erboristeria,03759820230,info@erboristeriagaia.it,Turco Tiziano,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Erboristeria%20Gaia%20Di%20Franceschetti%20Manue&rc51bef4dd505413ebc19b4d510a3365a=la&r26540616401e4f999c44de10ddc004ee=Zevio&r8df9a2a8446640338ce40a1c53c513d7=VR&rbafce5adc91849a2a8e7921033a3f0d3=Erboristeria&rc51aa2d7137f43a08b841f5ff85ce8c3=03759820230&r1addcad129b44b3cb2220834a33335d5=info%40erboristeriagaia.it&r59bc1e759dc143c48cba2b322870aea3=Turco%20Tiziano
Simeaner Thomas,,Cermes,BZ,Erboristeria,02812310213,thomas.simeaner@gmail.com,INNERBICHLER IVO,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Simeaner%20Thomas&r26540616401e4f999c44de10ddc004ee=Cermes&r8df9a2a8446640338ce40a1c53c513d7=BZ&rbafce5adc91849a2a8e7921033a3f0d3=Erboristeria&rc51aa2d7137f43a08b841f5ff85ce8c3=02812310213&r1addcad129b44b3cb2220834a33335d5=thomas.simeaner%40gmail.com&r59bc1e759dc143c48cba2b322870aea3=INNERBICHLER%20IVO
Erboristeria Il Fiore Di Manipura Di Fab,iola Sartori,Sant'ambrogio Di Valpolicella,VR,Erboristeria,04273640237,fabiola.sar@gmail.com,Turco Tiziano,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Erboristeria%20Il%20Fiore%20Di%20Manipura%20Di%20Fab&rc51bef4dd505413ebc19b4d510a3365a=iola%20Sartori&r26540616401e4f999c44de10ddc004ee=Sant%27ambrogio%20Di%20Valpolicella&r8df9a2a8446640338ce40a1c53c513d7=VR&rbafce5adc91849a2a8e7921033a3f0d3=Erboristeria&rc51aa2d7137f43a08b841f5ff85ce8c3=04273640237&r1addcad129b44b3cb2220834a33335d5=fabiola.sar%40gmail.com&r59bc1e759dc143c48cba2b322870aea3=Turco%20Tiziano
Erboristeria Naturalmente Di Ramina Mich,ela & C. S.n.c.,Arzignano,VI,Erboristeria,03396250247,info@ecobionaturalmente.com,Turco Tiziano,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Erboristeria%20Naturalmente%20Di%20Ramina%20Mich&rc51bef4dd505413ebc19b4d510a3365a=ela%20%26%20C.%20S.n.c.&r26540616401e4f999c44de10ddc004ee=Arzignano&r8df9a2a8446640338ce40a1c53c513d7=VI&rbafce5adc91849a2a8e7921033a3f0d3=Erboristeria&rc51aa2d7137f43a08b841f5ff85ce8c3=03396250247&r1addcad129b44b3cb2220834a33335d5=info%40ecobionaturalmente.com&r59bc1e759dc143c48cba2b322870aea3=Turco%20Tiziano
